setup_date,fill_date,strategy,direction,contracts,fill_price,exit_price,exit_reason,pts,pts_net,pnl_dollars,risk_pts,R,equity_after
2015-08-17,2015-08-18,TOPQ,long,2,4568.0,4535.5,stop,-32.5,-33.0,-135.0,32.5,-1.0153846153846153,23005.40999999998
2015-08-31,2015-09-01,TOPQ,short,2,4258.25,4222.625,target,35.625,35.125,137.5,36.125,0.972318339100346,23142.90999999998
2015-09-03,2015-09-04,TOPQ,short,2,4219.5,4177.5,target,42.0,41.5,163.0,42.5,0.9764705882352941,23305.90999999998
2015-09-15,2015-09-16,TOPQ,long,2,4373.75,4391.5,close,17.75,17.25,66.0,41.625,0.4144144144144144,23371.90999999998
2015-09-16,2015-09-17,NR7,long,2,4393.25,4380.25,close,-13.0,-13.5,-57.0,47.75,-0.28272251308900526,23314.90999999998
2015-09-17,2015-09-18,TOPQ,short,2,4367.75,4326.25,target,41.5,41.0,161.0,42.0,0.9761904761904762,23475.90999999998
2015-09-18,2015-09-21,TOPQ,short,2,4312.75,4352.875,stop,-40.125,-40.625,-165.5,40.125,-1.0124610591900312,23310.40999999998
2015-09-30,2015-10-01,TOPQ,long,2,4169.25,4117.5,ambiguous_stop,-51.75,-52.25,-212.0,51.75,-1.0096618357487923,23098.40999999998
2015-10-07,2015-10-08,TOPQ,long,2,4334.0,4300.875,stop,-33.125,-33.625,-137.5,33.125,-1.0150943396226415,22960.90999999998
2015-10-08,2015-10-09,TOPQ,long,2,4348.5,4359.5,close,11.0,10.5,39.0,41.875,0.2507462686567164,22999.90999999998
2015-10-09,2015-10-12,NR7,long,2,4369.5,4375.0,close,5.5,5.0,17.0,45.0,0.1111111111111111,23016.90999999998
2015-10-12,2015-10-13,NR7,long,2,4381.75,4346.25,stop,-35.5,-36.0,-147.0,35.5,-1.0140845070422535,22869.90999999998
2015-10-13,2015-10-14,TOPQ,short,2,4334.25,4364.625,stop,-30.375,-30.875,-126.5,30.375,-1.0164609053497942,22743.40999999998
2015-10-15,2015-10-16,TOPQ,long,2,4412.25,4434.75,close,22.5,22.0,85.0,40.0,0.55,22828.40999999998
2015-10-16,2015-10-19,TOPQ,long,3,4439.25,4417.5,stop,-21.75,-22.25,-138.0,21.75,-1.0229885057471264,22690.40999999998
2015-10-19,2015-10-20,TOPQ,long,3,4455.75,4433.25,stop,-22.5,-23.0,-142.5,22.5,-1.0222222222222221,22547.90999999998
2015-10-26,2015-10-27,NR7,long,2,4630.25,4632.25,close,2.0,1.5,3.0,37.5,0.04,22550.90999999998
2015-10-29,2015-10-30,NR7,long,3,4670.5,4642.75,stop,-27.75,-28.25,-174.0,27.75,-1.018018018018018,22376.90999999998
2015-10-30,2015-11-02,TOPQ,short,3,4635.75,4663.125,stop,-27.375,-27.875,-171.75,27.375,-1.0182648401826484,22205.15999999998
2015-11-02,2015-11-03,TOPQ,long,2,4699.75,4712.0,close,12.25,11.75,44.0,37.5,0.31333333333333335,22249.15999999998
2015-11-06,2015-11-09,TOPQ,long,3,4709.0,4683.75,stop,-25.25,-25.75,-159.0,25.25,-1.0198019801980198,22090.15999999998
2015-11-11,2015-11-12,TOPQ,short,3,4625.0,4650.0,ambiguous_stop,-25.0,-25.5,-157.5,25.0,-1.02,21932.65999999998
2015-11-12,2015-11-13,TOPQ,short,2,4581.0,4545.25,target,35.75,35.25,138.0,36.25,0.9724137931034482,22070.65999999998
2015-11-17,2015-11-18,NR7,long,2,4598.0,4652.5,close,54.5,54.0,213.0,46.0,1.173913043478261,22283.65999999998
2015-11-18,2015-11-19,TOPQ,long,2,4657.0,4660.0,close,3.0,2.5,7.0,50.5,0.04950495049504951,22290.65999999998
2015-11-19,2015-11-20,NR7,long,2,4677.25,4689.5,close,12.25,11.75,44.0,30.5,0.38524590163934425,22334.65999999998
2015-11-20,2015-11-23,TOPQ,long,3,4691.75,4671.875,stop,-19.875,-20.375,-126.75,19.875,-1.0251572327044025,22207.90999999998
2015-11-25,2015-11-27,NR7,long,3,4684.75,4682.5,close,-2.25,-2.75,-21.0,25.25,-0.10891089108910891,22186.90999999998
2015-12-01,2015-12-02,TOPQ,long,3,4717.0,4696.625,ambiguous_stop,-20.375,-20.875,-129.75,20.375,-1.0245398773006136,22057.15999999998
2015-12-14,2015-12-15,TOPQ,long,2,4579.75,4630.625,target,50.875,50.375,198.5,51.375,0.9805352798053528,22255.65999999998
2015-12-16,2015-12-17,TOPQ,long,2,4674.75,4627.25,stop,-47.5,-48.0,-195.0,47.5,-1.0105263157894737,22060.65999999998
2015-12-21,2015-12-22,TOPQ,long,2,4572.0,4541.75,stop,-30.25,-30.75,-126.0,30.25,-1.0165289256198347,21934.65999999998
2015-12-22,2015-12-23,TOPQ,long,3,4594.75,4606.75,close,12.0,11.5,64.5,26.875,0.42790697674418604,21999.15999999998
2015-12-23,2015-12-24,NR7,long,2,4620.5,4611.0,close,-9.5,-10.0,-43.0,37.5,-0.26666666666666666,21956.15999999998
2015-12-24,2015-12-28,NR7,short,2,4600.5,4613.75,close,-13.25,-13.75,-58.0,29.5,-0.4661016949152542,21898.15999999998
2015-12-28,2015-12-29,TOPQ,long,3,4619.75,4643.5,target,23.75,23.25,135.0,24.25,0.9587628865979382,22033.15999999998
2015-12-30,2015-12-31,TOPQ,short,3,4643.25,4617.75,target,25.5,25.0,145.5,26.0,0.9615384615384616,22178.65999999998
2015-12-31,2016-01-04,TOPQ,short,2,4579.25,4541.75,target,37.5,37.0,145.0,38.0,0.9736842105263158,22323.65999999998
2016-02-16,2016-02-17,TOPQ,long,2,4105.0,4146.375,target,41.375,40.875,160.5,41.875,0.9761194029850746,22484.15999999998
2016-02-18,2016-02-19,TOPQ,short,2,4143.75,4161.0,close,-17.25,-17.75,-74.0,42.0,-0.4226190476190476,22410.15999999998
2016-02-19,2016-02-22,NR7,long,2,4175.25,4214.75,close,39.5,39.0,153.0,55.0,0.7090909090909091,22563.15999999998
2016-02-23,2016-02-24,TOPQ,short,2,4154.25,4185.5,ambiguous_stop,-31.25,-31.75,-130.0,31.25,-1.016,22433.15999999998
2016-02-25,2016-02-26,TOPQ,long,2,4248.0,4286.5,target,38.5,38.0,149.0,39.0,0.9743589743589743,22582.15999999998
2016-02-26,2016-02-29,TOPQ,short,2,4224.75,4259.125,ambiguous_stop,-34.375,-34.875,-142.5,34.375,-1.0145454545454546,22439.65999999998
2016-02-29,2016-03-01,TOPQ,short,2,4184.25,4223.875,stop,-39.625,-40.125,-163.5,39.625,-1.0126182965299684,22276.15999999998
2016-03-03,2016-03-04,NR7,long,2,4344.75,4322.5,close,-22.25,-22.75,-94.0,51.25,-0.44390243902439025,22182.15999999998
2016-03-09,2016-03-10,NR7,long,2,4299.25,4256.75,stop,-42.5,-43.0,-175.0,42.5,-1.011764705882353,22007.15999999998
2016-03-11,2016-03-14,TOPQ,long,2,4361.5,4366.0,close,4.5,4.0,13.0,39.625,0.10094637223974763,22020.15999999998
2016-03-14,2016-03-15,NR7,short,2,4340.25,4364.5,close,-24.25,-24.75,-102.0,38.0,-0.6513157894736842,21918.15999999998
2016-03-15,2016-03-16,NR7,long,2,4372.25,4397.5,close,25.25,24.75,96.0,34.25,0.7226277372262774,22014.15999999998
2016-03-18,2016-03-21,NR7,long,3,4418.5,4394.0,stop,-24.5,-25.0,-154.5,24.5,-1.0204081632653061,21859.65999999998
2016-03-21,2016-03-22,TOPQ,long,3,4421.5,4399.0,stop,-22.5,-23.0,-142.5,22.5,-1.0222222222222221,21717.15999999998
2016-03-22,2016-03-23,TOPQ,long,2,4440.75,4412.125,stop,-28.625,-29.125,-119.5,28.625,-1.017467248908297,21597.65999999998
2016-03-23,2016-03-24,TOPQ,short,2,4383.0,4397.25,close,-14.25,-14.75,-62.0,29.25,-0.5042735042735043,21535.65999999998
2016-03-24,2016-03-28,TOPQ,long,3,4401.5,4383.0,ambiguous_stop,-18.5,-19.0,-118.5,18.5,-1.027027027027027,21417.15999999998
2016-03-28,2016-03-29,TOPQ,short,3,4381.25,4403.625,stop,-22.375,-22.875,-141.75,22.375,-1.0223463687150838,21275.40999999998
2016-03-29,2016-03-30,TOPQ,long,2,4463.75,4508.25,target,44.5,44.0,173.0,45.0,0.9777777777777777,21448.40999999998
2016-03-31,2016-04-01,NR7,long,2,4495.75,4462.25,stop,-33.5,-34.0,-139.0,33.5,-1.0149253731343284,21309.40999999998
2016-04-01,2016-04-04,TOPQ,long,2,4529.75,4500.25,close,-29.5,-30.0,-123.0,44.25,-0.6779661016949152,21186.40999999998
2016-04-04,2016-04-05,TOPQ,short,3,4495.0,4471.0,target,24.0,23.5,136.5,24.5,0.9591836734693877,21322.90999999998
2016-04-06,2016-04-07,TOPQ,long,2,4538.0,4502.5,stop,-35.5,-36.0,-147.0,35.5,-1.0140845070422535,21175.90999999998
2016-04-11,2016-04-12,TOPQ,short,2,4445.75,4477.875,stop,-32.125,-32.625,-133.5,32.125,-1.0155642023346303,21042.40999999998
2016-04-12,2016-04-13,TOPQ,long,2,4497.75,4533.0,target,35.25,34.75,136.0,35.75,0.972027972027972,21178.40999999998
2016-04-13,2016-04-14,TOPQ,long,2,4554.0,4546.25,close,-7.75,-8.25,-36.0,33.75,-0.24444444444444444,21142.40999999998
2016-04-14,2016-04-15,NR7,short,2,4530.25,4538.5,close,-8.25,-8.75,-38.0,33.0,-0.26515151515151514,21104.40999999998
2016-04-15,2016-04-18,NR7,long,2,4554.75,4523.0,stop,-31.75,-32.25,-132.0,31.75,-1.015748031496063,20972.40999999998
2016-04-18,2016-04-19,TOPQ,long,2,4561.5,4531.125,stop,-30.375,-30.875,-126.5,30.375,-1.0164609053497942,20845.90999999998
2016-04-21,2016-04-22,TOPQ,short,2,4487.75,4456.125,target,31.625,31.125,121.5,32.125,0.9688715953307393,20967.40999999998
2016-04-25,2016-04-26,TOPQ,long,3,4480.0,4457.875,stop,-22.125,-22.625,-140.25,22.125,-1.0225988700564972,20827.15999999998
2016-04-27,2016-04-28,TOPQ,long,2,4434.0,4403.0,stop,-31.0,-31.5,-129.0,31.0,-1.0161290322580645,20698.15999999998
2016-05-04,2016-05-05,NR7,long,2,4342.25,4300.25,close,-42.0,-42.5,-173.0,50.0,-0.85,20525.15999999998
2016-05-05,2016-05-06,TOPQ,short,3,4292.25,4317.5,stop,-25.25,-25.75,-159.0,25.25,-1.0198019801980198,20366.15999999998
2016-05-06,2016-05-09,TOPQ,long,2,4334.0,4335.75,close,1.75,1.25,2.0,31.625,0.039525691699604744,20368.15999999998
2016-05-09,2016-05-10,NR7,long,2,4356.75,4392.0,close,35.25,34.75,136.0,38.75,0.896774193548387,20504.15999999998
2016-05-10,2016-05-11,TOPQ,long,2,4399.0,4361.25,stop,-37.75,-38.25,-156.0,37.75,-1.0132450331125828,20348.15999999998
2016-05-11,2016-05-12,TOPQ,short,2,4350.5,4376.875,ambiguous_stop,-26.375,-26.875,-110.5,26.375,-1.018957345971564,20237.65999999998
2016-05-16,2016-05-17,TOPQ,long,2,4392.25,4348.75,stop,-43.5,-44.0,-179.0,43.5,-1.0114942528735633,20058.65999999998
2016-05-17,2016-05-18,TOPQ,short,2,4307.75,4350.875,stop,-43.125,-43.625,-177.5,43.125,-1.0115942028985507,19881.15999999998
2016-05-23,2016-05-24,NR7,short,2,4348.0,4381.5,stop,-33.5,-34.0,-139.0,33.5,-1.0149253731343284,19742.15999999998
2016-05-27,2016-05-31,NR7,long,2,4518.25,4524.25,close,6.0,5.5,19.0,28.0,0.19642857142857142,19761.15999999998
2016-05-31,2016-06-01,TOPQ,long,4,4528.5,4512.875,stop,-15.625,-16.125,-135.0,15.625,-1.032,19626.15999999998
2016-06-02,2016-06-03,TOPQ,long,3,4533.25,4509.625,stop,-23.625,-24.125,-149.25,23.625,-1.0211640211640212,19476.90999999998
2016-06-07,2016-06-08,TOPQ,short,3,4511.0,4528.375,stop,-17.375,-17.875,-111.75,17.375,-1.0287769784172662,19365.15999999998
2016-06-08,2016-06-09,NR7,short,2,4503.75,4512.0,close,-8.25,-8.75,-38.0,26.5,-0.330188679245283,19327.15999999998
2016-06-13,2016-06-14,TOPQ,short,3,4419.0,4440.5,ambiguous_stop,-21.5,-22.0,-136.5,21.5,-1.0232558139534884,19190.65999999998
2016-06-15,2016-06-16,TOPQ,short,3,4404.0,4424.125,ambiguous_stop,-20.125,-20.625,-128.25,20.125,-1.0248447204968945,19062.40999999998
2016-06-16,2016-06-17,TOPQ,long,2,4429.25,4417.25,close,-12.0,-12.5,-53.0,34.25,-0.36496350364963503,19009.40999999998
2016-06-17,2016-06-20,TOPQ,short,2,4383.0,4424.75,ambiguous_stop,-41.75,-42.25,-172.0,41.75,-1.0119760479041917,18837.40999999998
2016-06-21,2016-06-22,NR7,long,2,4416.0,4394.5,close,-21.5,-22.0,-91.0,27.75,-0.7927927927927928,18746.40999999998
2016-06-23,2016-06-24,TOPQ,long,2,4482.75,4443.625,stop,-39.125,-39.625,-161.5,39.125,-1.012779552715655,18584.90999999998
2016-06-30,2016-07-01,TOPQ,long,2,4410.75,4433.25,close,22.5,22.0,85.0,36.25,0.6068965517241379,18669.90999999998
2016-07-06,2016-07-07,TOPQ,long,2,4440.75,4452.25,close,11.5,11.0,41.0,37.625,0.292358803986711,18710.90999999998
2016-07-07,2016-07-08,NR7,long,2,4461.5,4518.2,target,56.69999999999982,56.19999999999982,221.79999999999927,34.0,1.6529411764705828,18932.70999999998
2016-07-08,2016-07-11,TOPQ,long,2,4523.5,4549.5,close,26.0,25.5,99.0,42.0,0.6071428571428571,19031.70999999998
2016-07-13,2016-07-14,NR7,short,2,4558.25,4584.5,stop,-26.25,-26.75,-110.0,26.25,-1.019047619047619,18921.70999999998
2016-07-19,2016-07-20,NR7,long,3,4611.5,4650.14,target,38.64000000000033,38.14000000000033,224.34000000000196,23.25,1.6404301075268959,19146.04999999998
2016-07-20,2016-07-21,TOPQ,long,2,4659.25,4628.375,stop,-30.875,-31.375,-128.5,30.875,-1.0161943319838056,19017.54999999998
2016-07-22,2016-07-25,TOPQ,long,3,4664.75,4646.5,stop,-18.25,-18.75,-117.0,18.25,-1.0273972602739727,18900.54999999998
2016-07-27,2016-07-28,TOPQ,long,3,4714.25,4695.375,stop,-18.875,-19.375,-120.75,18.875,-1.0264900662251655,18779.79999999998
2016-08-03,2016-08-04,TOPQ,long,3,4729.5,4744.875,target,15.375,14.875,84.75,15.875,0.937007874015748,18864.54999999998
2016-08-04,2016-08-05,TOPQ,long,3,4747.25,4763.0,target,15.75,15.25,87.0,16.25,0.9384615384615385,18951.54999999998
2016-08-09,2016-08-10,NR7,short,2,4777.25,4781.5,close,-4.25,-4.75,-22.0,30.5,-0.1557377049180328,18929.54999999998
2016-08-12,2016-08-15,NR7,long,3,4807.0,4822.75,close,15.75,15.25,87.0,20.0,0.7625,19016.54999999998
2016-08-16,2016-08-17,TOPQ,short,4,4796.25,4782.5,target,13.75,13.25,100.0,14.25,0.9298245614035088,19116.54999999998
2016-08-22,2016-08-23,TOPQ,long,4,4818.25,4832.25,target,14.0,13.5,102.0,14.5,0.9310344827586207,19218.54999999998
2016-08-31,2016-09-01,TOPQ,long,4,4779.5,4765.375,ambiguous_stop,-14.125,-14.625,-123.0,14.125,-1.0353982300884956,19095.54999999998
2016-09-06,2016-09-07,TOPQ,long,2,4831.75,4828.75,close,-3.0,-3.5,-17.0,24.875,-0.1407035175879397,19078.54999999998
2016-09-07,2016-09-08,NR7,short,2,4812.25,4796.0,close,16.25,15.75,60.0,27.25,0.5779816513761468,19138.54999999998
2016-09-08,2016-09-09,TOPQ,short,2,4789.25,4765.75,target,23.5,23.0,89.0,24.0,0.9583333333333334,19227.54999999998
2016-09-14,2016-09-15,TOPQ,short,3,4723.75,4747.5,stop,-23.75,-24.25,-150.0,23.75,-1.0210526315789474,19077.54999999998
2016-09-16,2016-09-19,NR7,long,2,4829.0,4799.0,stop,-30.0,-30.5,-125.0,30.0,-1.0166666666666666,18952.54999999998
2016-09-21,2016-09-22,TOPQ,long,2,4854.75,4887.5,target,32.75,32.25,126.0,33.25,0.9699248120300752,19078.54999999998
2016-09-23,2016-09-26,TOPQ,short,3,4848.0,4827.5,target,20.5,20.0,115.5,21.0,0.9523809523809523,19194.04999999998
2016-09-26,2016-09-27,TOPQ,short,2,4807.25,4833.5,stop,-26.25,-26.75,-110.0,26.25,-1.019047619047619,19084.04999999998
2016-09-27,2016-09-28,TOPQ,long,2,4864.75,4868.25,close,3.5,3.0,9.0,32.125,0.0933852140077821,19093.04999999998
2016-09-28,2016-09-29,NR7,long,2,4873.5,4844.75,stop,-28.75,-29.25,-120.0,28.75,-1.017391304347826,18973.04999999998
2016-10-17,2016-10-18,NR7,long,2,4810.75,4827.0,close,16.25,15.75,60.0,29.75,0.5294117647058824,19033.04999999998
2016-10-19,2016-10-20,NR7,long,2,4840.5,4811.0,stop,-29.5,-30.0,-123.0,29.5,-1.0169491525423728,18910.04999999998
2016-10-20,2016-10-21,TOPQ,long,2,4847.5,4823.0,stop,-24.5,-25.0,-103.0,24.5,-1.0204081632653061,18807.04999999998
2016-10-21,2016-10-24,TOPQ,long,3,4849.25,4866.125,target,16.875,16.375,93.75,17.375,0.9424460431654677,18900.79999999998
2016-10-24,2016-10-25,TOPQ,long,2,4909.0,4875.75,stop,-33.25,-33.75,-138.0,33.25,-1.0150375939849625,18762.79999999998
2016-10-27,2016-10-28,TOPQ,short,2,4804.0,4842.25,stop,-38.25,-38.75,-158.0,38.25,-1.0130718954248366,18604.79999999998
2016-10-31,2016-11-01,TOPQ,short,3,4788.0,4809.125,ambiguous_stop,-21.125,-21.625,-134.25,21.125,-1.0236686390532543,18470.54999999998
2016-11-02,2016-11-03,TOPQ,short,2,4700.0,4678.125,target,21.875,21.375,82.5,38.375,0.5570032573289903,18553.04999999998
2016-11-03,2016-11-04,TOPQ,short,2,4668.0,4657.75,close,10.25,9.75,36.0,30.875,0.3157894736842105,18589.04999999998
2016-11-07,2016-11-08,TOPQ,long,2,4782.0,4817.75,target,35.75,35.25,138.0,36.25,0.9724137931034482,18727.04999999998
2016-11-15,2016-11-16,TOPQ,long,2,4779.5,4783.25,close,3.75,3.25,10.0,45.875,0.07084468664850137,18737.04999999998
2016-11-21,2016-11-22,TOPQ,long,2,4862.25,4874.75,close,12.5,12.0,45.0,29.625,0.4050632911392405,18782.04999999998
2016-11-22,2016-11-23,NR7,short,2,4856.75,4849.5,close,7.25,6.75,24.0,28.0,0.24107142857142858,18806.04999999998
2016-11-25,2016-11-28,TOPQ,long,4,4870.25,4854.75,stop,-15.5,-16.0,-134.0,15.5,-1.032258064516129,18672.04999999998
2016-11-30,2016-12-01,TOPQ,short,2,4812.25,4776.0,target,36.25,35.75,140.0,36.75,0.9727891156462585,18812.04999999998
2016-12-06,2016-12-07,NR7,long,2,4796.75,4767.75,ambiguous_stop,-29.0,-29.5,-121.0,29.0,-1.0172413793103448,18691.04999999998
2016-12-07,2016-12-08,TOPQ,long,2,4855.0,4863.0,close,8.0,7.5,27.0,45.875,0.16348773841961853,18718.04999999998
2016-12-08,2016-12-09,TOPQ,long,3,4869.75,4852.75,ambiguous_stop,-17.0,-17.5,-109.5,17.0,-1.0294117647058822,18608.54999999998
2016-12-09,2016-12-12,TOPQ,long,2,4899.0,4875.0,stop,-24.0,-24.5,-101.0,24.0,-1.0208333333333333,18507.54999999998
2016-12-16,2016-12-19,NR7,long,3,4948.5,4930.25,stop,-18.25,-18.75,-117.0,18.25,-1.0273972602739727,18390.54999999998
2016-12-23,2016-12-27,TOPQ,long,6,4944.0,4954.25,target,10.25,9.75,108.0,10.75,0.9069767441860465,18498.54999999998
2016-12-28,2016-12-29,TOPQ,short,2,4920.0,4918.5,close,1.5,1.0,1.0,29.75,0.03361344537815126,18499.54999999998
2017-01-04,2017-01-05,TOPQ,long,3,4942.75,4922.75,ambiguous_stop,-20.0,-20.5,-127.5,20.0,-1.025,18372.04999999998
2017-01-05,2017-01-06,TOPQ,long,3,4964.5,4986.125,target,21.625,21.125,122.25,22.125,0.9548022598870056,18494.29999999998
2017-01-06,2017-01-09,TOPQ,long,2,5017.75,5022.0,close,4.25,3.75,12.0,32.75,0.11450381679389313,18506.29999999998
2017-01-09,2017-01-10,NR7,long,2,5029.75,5031.25,close,1.5,1.0,1.0,27.25,0.03669724770642202,18507.29999999998
2017-01-12,2017-01-13,TOPQ,long,2,5045.0,5061.25,close,16.25,15.75,60.0,27.5,0.5727272727272728,18567.29999999998
2017-01-18,2017-01-19,NR7,long,2,5057.5,5053.5,close,-4.0,-4.5,-21.0,23.5,-0.19148936170212766,18546.29999999998
2017-01-23,2017-01-24,TOPQ,long,3,5070.0,5089.5,target,19.5,19.0,109.5,20.0,0.95,18655.79999999998
2017-01-24,2017-01-25,TOPQ,long,3,5104.25,5126.0,target,21.75,21.25,123.0,22.25,0.9550561797752809,18778.79999999998
2017-01-25,2017-01-26,TOPQ,long,2,5150.25,5147.75,close,-2.5,-3.0,-15.0,25.375,-0.11822660098522167,18763.79999999998
2017-01-26,2017-01-27,TOPQ,short,4,5141.5,5155.125,stop,-13.625,-14.125,-119.0,13.625,-1.036697247706422,18644.79999999998
2017-02-06,2017-02-07,NR7,long,2,5163.75,5176.75,close,13.0,12.5,47.0,23.5,0.5319148936170213,18691.79999999998
2017-02-08,2017-02-09,TOPQ,long,3,5197.25,5213.75,target,16.5,16.0,91.5,17.0,0.9411764705882353,18783.29999999998
2017-02-10,2017-02-13,NR7,long,3,5232.75,5259.25,close,26.5,26.0,151.5,23.0,1.1304347826086956,18934.79999999998
2017-02-13,2017-02-14,TOPQ,long,3,5261.75,5244.125,stop,-17.625,-18.125,-113.25,17.625,-1.0283687943262412,18821.54999999998
2017-02-14,2017-02-15,TOPQ,long,3,5278.25,5297.125,target,18.875,18.375,105.75,19.375,0.9483870967741935,18927.29999999998
2017-02-15,2017-02-16,TOPQ,long,2,5313.75,5289.375,stop,-24.375,-24.875,-102.5,24.375,-1.0205128205128204,18824.79999999998
2017-02-17,2017-02-21,TOPQ,long,3,5329.0,5349.75,target,20.75,20.25,117.0,21.25,0.9529411764705882,18941.79999999998
2017-02-22,2017-02-23,NR7,long,3,5355.75,5336.25,stop,-19.5,-20.0,-124.5,19.5,-1.0256410256410255,18817.29999999998
2017-02-24,2017-02-27,TOPQ,long,3,5344.75,5347.5,close,2.75,2.25,9.0,23.0,0.09782608695652174,18826.29999999998
2017-03-02,2017-03-03,TOPQ,short,3,5356.0,5372.0,close,-16.0,-16.5,-103.5,19.0,-0.868421052631579,18722.79999999998
2017-03-03,2017-03-06,NR7,long,2,5373.75,5344.25,stop,-29.5,-30.0,-123.0,29.5,-1.0169491525423728,18599.79999999998
2017-03-09,2017-03-10,TOPQ,long,3,5372.25,5390.25,target,18.0,17.5,100.5,18.5,0.9459459459459459,18700.29999999998
2017-03-13,2017-03-14,NR7,long,2,5396.75,5371.75,stop,-25.0,-25.5,-105.0,25.0,-1.02,18595.29999999998
2017-03-15,2017-03-16,TOPQ,long,2,5427.5,5401.625,stop,-25.875,-26.375,-108.5,25.875,-1.0193236714975846,18486.79999999998
2017-03-17,2017-03-20,NR7,long,3,5423.25,5405.75,stop,-17.5,-18.0,-112.5,17.5,-1.0285714285714285,18374.29999999998
2017-03-22,2017-03-23,TOPQ,long,2,5376.5,5354.5,close,-22.0,-22.5,-93.0,30.875,-0.728744939271255,18281.29999999998
2017-03-27,2017-03-28,TOPQ,long,2,5386.0,5420.0,target,34.0,33.5,131.0,34.5,0.9710144927536232,18412.29999999998
2017-03-30,2017-03-31,NR7,long,2,5451.25,5426.5,stop,-24.75,-25.25,-104.0,24.75,-1.02020202020202,18308.29999999998
2017-04-04,2017-04-05,TOPQ,long,3,5448.25,5427.375,ambiguous_stop,-20.875,-21.375,-132.75,20.875,-1.0239520958083832,18175.54999999998
2017-04-05,2017-04-06,TOPQ,short,2,5408.75,5422.75,close,-14.0,-14.5,-61.0,36.375,-0.39862542955326463,18114.54999999998
2017-04-12,2017-04-13,TOPQ,short,3,5368.75,5390.875,stop,-22.125,-22.625,-140.25,22.125,-1.0225988700564972,17974.29999999998
2017-04-17,2017-04-18,TOPQ,long,2,5399.75,5389.25,close,-10.5,-11.0,-47.0,26.125,-0.42105263157894735,17927.29999999998
2017-04-18,2017-04-19,NR7,long,2,5405.5,5397.75,close,-7.75,-8.25,-36.0,30.0,-0.275,17891.29999999998
2017-04-21,2017-04-24,NR7,long,2,5471.0,5500.78,target,29.779999999999745,29.279999999999745,114.11999999999898,43.5,0.6731034482758562,18005.41999999998
2017-04-24,2017-04-25,TOPQ,long,3,5513.0,5533.625,target,20.625,20.125,116.25,21.125,0.9526627218934911,18121.66999999998
2017-04-25,2017-04-26,TOPQ,long,2,5557.5,5536.25,close,-21.25,-21.75,-90.0,29.375,-0.7404255319148936,18031.66999999998
2017-04-26,2017-04-27,TOPQ,short,4,5534.75,5548.75,stop,-14.0,-14.5,-122.0,14.0,-1.0357142857142858,17909.66999999998
2017-04-28,2017-05-01,NR7,long,2,5598.0,5630.75,close,32.75,32.25,126.0,26.25,1.2285714285714286,18035.66999999998
2017-05-05,2017-05-08,TOPQ,long,2,5658.25,5655.5,close,-2.75,-3.25,-16.0,27.25,-0.11926605504587157,18019.66999999998
2017-05-08,2017-05-09,TOPQ,long,4,5660.75,5673.5,target,12.75,12.25,92.0,13.25,0.9245283018867925,18111.66999999998
2017-05-11,2017-05-12,TOPQ,long,3,5676.5,5689.0,close,12.5,12.0,67.5,20.25,0.5925925925925926,18179.16999999998
2017-05-15,2017-05-16,TOPQ,long,4,5706.75,5718.5,target,11.75,11.25,84.0,12.25,0.9183673469387755,18263.16999999998
2017-05-22,2017-05-23,TOPQ,long,2,5704.5,5711.5,close,7.0,6.5,23.0,28.0,0.23214285714285715,18286.16999999998
2017-05-23,2017-05-24,TOPQ,long,3,5718.75,5733.5,target,14.75,14.25,81.0,15.25,0.9344262295081968,18367.16999999998
2017-05-24,2017-05-25,NR7,long,2,5734.75,5783.89,target,49.14000000000033,48.64000000000033,191.5600000000013,29.5,1.648813559322045,18558.72999999998
2017-05-26,2017-05-30,NR7,long,2,5796.75,5792.0,close,-4.75,-5.25,-24.0,24.0,-0.21875,18534.72999999998
2017-06-01,2017-06-02,TOPQ,long,3,5824.25,5845.75,target,21.5,21.0,121.5,22.0,0.9545454545454546,18656.22999999998
2017-06-05,2017-06-06,NR7,long,3,5891.5,5872.75,stop,-18.75,-19.25,-120.0,18.75,-1.0266666666666666,18536.22999999998
2017-06-07,2017-06-08,TOPQ,long,3,5885.0,5865.25,stop,-19.75,-20.25,-126.0,19.75,-1.0253164556962024,18410.22999999998
2017-06-13,2017-06-14,TOPQ,long,2,5760.5,5733.5,stop,-27.0,-27.5,-113.0,27.0,-1.0185185185185186,18297.22999999998
2017-06-16,2017-06-19,NR7,long,2,5720.25,5685.0,ambiguous_stop,-35.25,-35.75,-146.0,35.25,-1.0141843971631206,18151.22999999998
2017-06-20,2017-06-21,TOPQ,short,2,5728.25,5756.5,ambiguous_stop,-28.25,-28.75,-118.0,28.25,-1.0176991150442478,18033.22999999998
2017-06-23,2017-06-26,TOPQ,long,2,5815.75,5789.25,ambiguous_stop,-26.5,-27.0,-111.0,26.5,-1.0188679245283019,17922.22999999998
2017-06-26,2017-06-27,TOPQ,short,2,5767.75,5726.0,target,41.75,41.25,162.0,42.25,0.9763313609467456,18084.22999999998
2017-07-07,2017-07-10,TOPQ,long,2,5676.75,5694.0,close,17.25,16.75,64.0,42.75,0.391812865497076,18148.22999999998
2017-07-12,2017-07-13,TOPQ,long,2,5790.25,5797.5,close,7.25,6.75,24.0,38.875,0.17363344051446947,18172.22999999998
