setup_date,fill_date,strategy,direction,contracts,fill_price,exit_price,exit_reason,pts,pts_net,pnl_dollars,risk_pts,R,equity_after
2008-02-04,2008-02-05,TOPQ,short,10,1823.75,1801.375,target,22.375,21.875,422.5,22.875,0.9562841530054644,68625.76999999999
2008-02-05,2008-02-06,TOPQ,short,9,1778.5,1752.75,target,25.75,25.25,441.0,26.25,0.9619047619047619,69066.76999999999
2008-02-06,2008-02-07,TOPQ,short,8,1736.25,1768.875,stop,-32.625,-33.125,-542.0,32.625,-1.0153256704980842,68524.76999999999
2008-02-08,2008-02-11,NR7,long,6,1784.5,1797.25,close,12.75,12.25,138.0,34.5,0.35507246376811596,68662.76999999999
2008-02-11,2008-02-12,TOPQ,long,12,1802.75,1783.125,stop,-19.625,-20.125,-501.0,19.625,-1.0254777070063694,68161.76999999999
2008-02-13,2008-02-14,TOPQ,long,10,1829.25,1806.5,stop,-22.75,-23.25,-480.0,22.75,-1.021978021978022,67681.76999999999
2008-02-14,2008-02-15,TOPQ,short,10,1787.75,1786.5,close,1.25,0.75,0.0,21.875,0.03428571428571429,67681.76999999999
2008-02-15,2008-02-19,NR7,short,8,1769.75,1800.0,stop,-30.25,-30.75,-504.0,30.25,-1.0165289256198347,67177.76999999999
2008-02-20,2008-02-21,TOPQ,long,10,1796.0,1774.25,stop,-21.75,-22.25,-460.0,21.75,-1.0229885057471264,66717.76999999999
2008-02-21,2008-02-22,TOPQ,short,10,1764.5,1781.0,close,-16.5,-17.0,-355.0,23.25,-0.7311827956989247,66362.76999999999
2008-02-22,2008-02-25,TOPQ,long,10,1784.0,1785.5,close,1.5,1.0,5.0,21.125,0.047337278106508875,66367.76999999999
2008-02-28,2008-02-29,NR7,short,8,1782.5,1748.25,close,34.25,33.75,528.0,29.75,1.134453781512605,66895.76999999999
2008-02-29,2008-03-03,TOPQ,short,10,1742.5,1719.5,target,23.0,22.5,435.0,23.5,0.9574468085106383,67330.76999999999
2008-03-04,2008-03-05,TOPQ,long,10,1751.25,1759.5,close,8.25,7.75,140.0,21.375,0.36257309941520466,67470.76999999999
2008-03-06,2008-03-07,TOPQ,short,8,1710.75,1708.75,close,2.0,1.5,12.0,31.25,0.048,67482.76999999999
2008-03-10,2008-03-11,TOPQ,short,10,1673.75,1695.875,stop,-22.125,-22.625,-467.5,22.125,-1.0225988700564972,67015.26999999999
2008-03-11,2008-03-12,TOPQ,long,4,1753.75,1734.75,close,-19.0,-19.5,-162.0,42.625,-0.4574780058651026,66853.26999999999
2008-03-12,2008-03-13,TOPQ,short,14,1731.25,1748.875,ambiguous_stop,-17.625,-18.125,-528.5,17.625,-1.0283687943262412,66324.76999999999
2008-03-13,2008-03-14,TOPQ,long,8,1761.75,1730.5,stop,-31.25,-31.75,-520.0,31.25,-1.016,65804.76999999999
2008-03-18,2008-03-19,NR7,long,3,1765.25,1737.74,target,-27.50999999999999,-28.00999999999999,-172.55999999999995,76.0,-0.36855263157894724,65632.20999999999
2008-03-20,2008-03-24,TOPQ,long,6,1752.75,1740.625,target,-12.125,-12.625,-160.5,36.875,-0.3423728813559322,65471.70999999999
2008-03-24,2008-03-25,TOPQ,long,6,1826.75,1826.0,close,-0.75,-1.25,-24.0,39.25,-0.03184713375796178,65447.70999999999
2008-03-27,2008-03-28,TOPQ,short,10,1782.5,1803.125,stop,-20.625,-21.125,-437.5,20.625,-1.0242424242424242,65010.20999999999
2008-03-31,2008-04-01,TOPQ,long,16,1796.75,1782.0,ambiguous_stop,-14.75,-15.25,-512.0,14.75,-1.0338983050847457,64498.20999999999
2008-04-01,2008-04-02,TOPQ,long,4,1862.5,1862.25,close,-0.25,-0.75,-12.0,42.75,-0.017543859649122806,64486.20999999999
2008-04-03,2008-04-04,TOPQ,long,15,1874.0,1858.125,ambiguous_stop,-15.875,-16.375,-513.75,15.875,-1.031496062992126,63972.45999999999
2008-04-08,2008-04-09,NR7,short,9,1843.25,1837.25,close,6.0,5.5,85.5,23.5,0.23404255319148937,64057.95999999999
2008-04-14,2008-04-15,NR7,short,10,1791.25,1796.75,close,-5.5,-6.0,-135.0,22.75,-0.26373626373626374,63922.95999999999
2008-04-16,2008-04-17,TOPQ,long,8,1867.0,1840.125,stop,-26.875,-27.375,-450.0,26.875,-1.0186046511627906,63472.95999999999
2008-04-17,2008-04-18,TOPQ,long,10,1873.0,1889.625,target,16.625,16.125,307.5,20.125,0.8012422360248447,63780.45999999999
2008-04-28,2008-04-29,NR7,long,9,1942.0,1918.75,stop,-23.25,-23.75,-441.0,23.25,-1.021505376344086,63339.45999999999
2008-05-01,2008-05-02,TOPQ,long,6,1986.0,1990.25,close,4.25,3.75,36.0,32.375,0.11583011583011583,63375.45999999999
2008-05-06,2008-05-07,TOPQ,long,10,2002.75,1982.25,stop,-20.5,-21.0,-435.0,20.5,-1.024390243902439,62940.45999999999
2008-05-09,2008-05-12,NR7,long,9,1973.75,1998.5,close,24.75,24.25,423.0,22.5,1.0777777777777777,63363.45999999999
2008-05-13,2008-05-14,TOPQ,long,20,2009.25,1997.25,ambiguous_stop,-12.0,-12.5,-530.0,12.0,-1.0416666666666667,62833.45999999999
2008-05-14,2008-05-15,TOPQ,short,12,1995.5,2014.25,stop,-18.75,-19.25,-480.0,18.75,-1.0266666666666666,62353.45999999999
2008-05-15,2008-05-16,TOPQ,long,10,2037.5,2015.75,stop,-21.75,-22.25,-460.0,21.75,-1.0229885057471264,61893.45999999999
2008-05-16,2008-05-19,TOPQ,long,15,2041.75,2027.125,stop,-14.625,-15.125,-476.25,14.625,-1.0341880341880343,61417.20999999999
2008-05-23,2008-05-27,NR7,long,9,1969.75,1993.0,close,23.25,22.75,396.0,24.0,0.9479166666666666,61813.20999999999
2008-05-27,2008-05-28,TOPQ,long,9,1998.75,2005.0,close,6.25,5.75,90.0,22.5,0.25555555555555554,61903.20999999999
2008-05-28,2008-05-29,TOPQ,long,16,2009.0,2021.5,target,12.5,12.0,360.0,13.0,0.9230769230769231,62263.20999999999
2008-05-30,2008-06-02,NR7,short,10,2023.25,2011.25,close,12.0,11.5,215.0,20.5,0.5609756097560976,62478.20999999999
2008-06-05,2008-06-06,TOPQ,long,10,2060.5,2038.75,stop,-21.75,-22.25,-460.0,21.75,-1.0229885057471264,62018.20999999999
2008-06-06,2008-06-09,TOPQ,short,6,1986.75,1949.125,target,37.625,37.125,436.5,38.125,0.9737704918032787,62454.70999999999
2008-06-10,2008-06-11,NR7,short,6,1956.25,1926.75,close,29.5,29.0,339.0,33.25,0.8721804511278195,62793.70999999999
2008-06-11,2008-06-12,TOPQ,short,8,1923.5,1953.75,stop,-30.25,-30.75,-504.0,30.25,-1.0165289256198347,62289.70999999999
2008-06-13,2008-06-16,TOPQ,long,9,1970.75,1980.5,close,9.75,9.25,153.0,25.75,0.3592233009708738,62442.70999999999
2008-06-17,2008-06-18,NR7,short,8,1969.75,1952.25,close,17.5,17.0,260.0,26.5,0.6415094339622641,62702.70999999999
2008-06-18,2008-06-19,TOPQ,short,12,1943.0,1961.375,stop,-18.375,-18.875,-471.0,18.375,-1.0272108843537415,62231.70999999999
2008-06-20,2008-06-23,NR7,short,4,1943.0,1932.83,target,10.170000000000073,9.670000000000073,71.36000000000058,41.0,0.23585365853658713,62303.06999999999
2008-06-23,2008-06-24,TOPQ,short,12,1917.25,1934.75,ambiguous_stop,-17.5,-18.0,-450.0,17.5,-1.0285714285714285,61853.06999999999
2008-06-26,2008-06-27,TOPQ,short,6,1862.25,1865.75,close,-3.5,-4.0,-57.0,35.625,-0.11228070175438597,61796.06999999999
2008-06-30,2008-07-01,TOPQ,short,14,1842.0,1857.625,ambiguous_stop,-15.625,-16.125,-472.5,15.625,-1.032,61323.56999999999
2008-07-01,2008-07-02,TOPQ,long,8,1872.25,1843.875,stop,-28.375,-28.875,-474.0,28.375,-1.0176211453744493,60849.56999999999
2008-07-02,2008-07-03,TOPQ,short,6,1820.25,1822.0,close,-1.75,-2.25,-36.0,33.625,-0.06691449814126393,60813.56999999999
2008-07-08,2008-07-09,TOPQ,long,6,1877.0,1843.75,stop,-33.25,-33.75,-414.0,33.25,-1.0150375939849625,60399.56999999999
2008-07-09,2008-07-10,TOPQ,short,8,1823.5,1850.625,stop,-27.125,-27.625,-454.0,27.125,-1.0184331797235022,59945.56999999999
2008-07-10,2008-07-11,TOPQ,long,9,1853.0,1831.125,stop,-21.875,-22.375,-416.25,21.875,-1.022857142857143,59529.31999999999
2008-07-14,2008-07-15,TOPQ,short,8,1796.5,1823.625,ambiguous_stop,-27.125,-27.625,-454.0,27.125,-1.0184331797235022,59075.31999999999
2008-07-16,2008-07-17,TOPQ,long,6,1850.5,1839.75,close,-10.75,-11.25,-144.0,32.5,-0.34615384615384615,58931.31999999999
2008-07-17,2008-07-18,NR7,short,6,1832.5,1828.75,close,3.75,3.25,30.0,36.0,0.09027777777777778,58961.31999999999
2008-07-18,2008-07-21,NR7,short,6,1819.0,1827.5,close,-8.5,-9.0,-117.0,29.5,-0.3050847457627119,58844.31999999999
2008-07-22,2008-07-23,TOPQ,long,10,1827.5,1847.0,target,19.5,19.0,365.0,20.0,0.95,59209.31999999999
2008-08-04,2008-08-05,NR7,long,6,1837.5,1869.0,close,31.5,31.0,363.0,35.75,0.8671328671328671,59572.31999999999
2008-08-05,2008-08-06,TOPQ,long,6,1874.25,1906.0,target,31.75,31.25,366.0,32.25,0.9689922480620154,59938.31999999999
2008-08-06,2008-08-07,TOPQ,long,8,1907.0,1881.375,stop,-25.625,-26.125,-430.0,25.625,-1.0195121951219512,59508.31999999999
2008-08-07,2008-08-08,NR7,long,6,1908.0,1923.75,close,15.75,15.25,174.0,31.5,0.48412698412698413,59682.31999999999
2008-08-08,2008-08-11,TOPQ,long,8,1932.25,1958.375,target,26.125,25.625,398.0,26.625,0.9624413145539906,60080.31999999999
2008-08-12,2008-08-13,NR7,short,8,1931.0,1941.5,close,-10.5,-11.0,-188.0,30.0,-0.36666666666666664,59892.31999999999
2008-08-15,2008-08-18,NR7,short,8,1952.25,1943.5,close,8.75,8.25,120.0,25.0,0.33,60012.31999999999
2008-08-25,2008-08-26,TOPQ,short,9,1886.75,1891.5,close,-4.75,-5.25,-108.0,22.125,-0.23728813559322035,59904.31999999999
2008-08-26,2008-08-27,NR7,long,8,1904.0,1901.75,close,-2.25,-2.75,-56.0,27.5,-0.1,59848.31999999999
2008-08-29,2008-09-02,TOPQ,short,10,1867.25,1887.75,ambiguous_stop,-20.5,-21.0,-435.0,20.5,-1.024390243902439,59413.31999999999
2008-09-02,2008-09-03,TOPQ,short,6,1843.75,1834.25,close,9.5,9.0,99.0,36.0,0.25,59512.31999999999
2008-09-04,2008-09-05,TOPQ,short,6,1773.75,1742.875,target,30.875,30.375,355.5,31.375,0.9681274900398407,59867.81999999999
2008-09-10,2008-09-11,NR7,short,6,1725.75,1755.75,stop,-30.0,-30.5,-375.0,30.0,-1.0166666666666666,59492.81999999999
2008-09-11,2008-09-12,TOPQ,long,6,1776.75,1773.25,close,-3.5,-4.0,-57.0,35.875,-0.11149825783972125,59435.81999999999
2008-09-15,2008-09-16,TOPQ,short,8,1705.75,1734.625,stop,-28.875,-29.375,-482.0,28.875,-1.0173160173160174,58953.81999999999
2008-09-17,2008-09-18,TOPQ,short,3,1634.0,1687.0,stop,-53.0,-53.5,-325.5,53.0,-1.009433962264151,58628.31999999999
2008-09-18,2008-09-19,TOPQ,long,3,1706.5,1756.5,target,50.0,49.5,292.5,50.5,0.9801980198019802,58920.81999999999
2008-09-22,2008-09-23,TOPQ,short,4,1663.0,1650.5,close,12.5,12.0,90.0,44.625,0.2689075630252101,59010.81999999999
2008-09-24,2008-09-25,NR7,long,6,1682.25,1680.0,close,-2.25,-2.75,-42.0,32.75,-0.08396946564885496,58968.81999999999
2008-09-26,2008-09-29,TOPQ,long,8,1684.75,1657.25,stop,-27.5,-28.0,-460.0,27.5,-1.018181818181818,58508.81999999999
2008-10-02,2008-10-03,TOPQ,short,4,1495.5,1543.25,stop,-47.75,-48.25,-392.0,47.75,-1.0104712041884816,58116.81999999999
2008-10-03,2008-10-06,TOPQ,short,4,1474.5,1431.25,target,43.25,42.75,336.0,43.75,0.9771428571428571,58452.81999999999
2008-10-07,2008-10-08,TOPQ,short,3,1332.0,1386.125,stop,-54.125,-54.625,-332.25,54.125,-1.0092378752886837,58120.56999999999
2008-10-09,2008-10-10,TOPQ,short,3,1262.25,1317.75,ambiguous_stop,-55.5,-56.0,-340.5,55.5,-1.009009009009009,57780.06999999999
2008-10-13,2008-10-14,TOPQ,long,2,1459.75,1378.5,stop,-81.25,-81.75,-330.0,81.25,-1.0061538461538462,57450.06999999999
2008-10-14,2008-10-15,TOPQ,short,2,1353.0,1280.375,target,72.625,72.125,285.5,73.125,0.9863247863247864,57735.56999999999
2008-10-15,2008-10-16,TOPQ,short,2,1228.75,1310.125,stop,-81.375,-81.875,-330.5,81.375,-1.0061443932411673,57405.06999999999
2008-10-16,2008-10-17,TOPQ,long,3,1331.0,1311.0,close,-20.0,-20.5,-127.5,70.0,-0.29285714285714287,57277.56999999999
2008-10-20,2008-10-21,NR7,long,2,1364.25,1291.0,stop,-73.25,-73.75,-298.0,73.25,-1.006825938566553,56979.56999999999
2008-10-21,2008-10-22,TOPQ,short,4,1280.25,1322.375,ambiguous_stop,-42.125,-42.625,-347.0,42.125,-1.0118694362017804,56632.56999999999
2008-10-28,2008-10-29,TOPQ,long,2,1309.25,1294.0,close,-15.25,-15.75,-66.0,79.125,-0.1990521327014218,56566.56999999999
2008-10-29,2008-10-30,NR7,long,2,1347.0,1345.0,close,-2.0,-2.5,-13.0,75.75,-0.033003300330033,56553.56999999999
2008-10-30,2008-10-31,NR7,long,3,1355.0,1337.0,close,-18.0,-18.5,-115.5,62.0,-0.29838709677419356,56438.06999999999
2008-11-03,2008-11-04,NR7,long,6,1356.75,1380.5,close,23.75,23.25,270.0,34.25,0.6788321167883211,56708.06999999999
2008-11-04,2008-11-05,TOPQ,long,8,1384.25,1358.875,stop,-25.375,-25.875,-426.0,25.375,-1.019704433497537,56282.06999999999
2008-11-05,2008-11-06,TOPQ,short,4,1296.0,1249.875,target,46.125,45.625,359.0,46.625,0.9785522788203753,56641.06999999999
2008-11-07,2008-11-10,TOPQ,long,8,1293.0,1265.625,ambiguous_stop,-27.375,-27.875,-458.0,27.375,-1.0182648401826484,56183.06999999999
2008-11-10,2008-11-11,TOPQ,short,4,1235.25,1223.0,close,12.25,11.75,88.0,43.125,0.27246376811594203,56271.06999999999
2008-11-12,2008-11-13,TOPQ,short,4,1160.75,1202.875,ambiguous_stop,-42.125,-42.625,-347.0,42.125,-1.0118694362017804,55924.06999999999
2008-11-14,2008-11-17,TOPQ,short,4,1154.75,1158.5,close,-3.75,-4.25,-40.0,42.625,-0.09970674486803519,55884.06999999999
2008-11-19,2008-11-20,TOPQ,short,4,1082.5,1038.125,target,44.375,43.875,345.0,44.875,0.9777158774373259,56229.06999999999
2008-11-20,2008-11-21,TOPQ,short,4,1031.0,1073.125,stop,-42.125,-42.625,-347.0,42.125,-1.0118694362017804,55882.06999999999
2008-11-21,2008-11-24,TOPQ,long,4,1098.25,1130.625,target,32.375,31.875,249.0,42.875,0.7434402332361516,56131.06999999999
2008-11-24,2008-11-25,TOPQ,long,4,1164.25,1118.125,stop,-46.125,-46.625,-379.0,46.125,-1.010840108401084,55752.06999999999
2008-11-26,2008-11-28,TOPQ,long,4,1195.25,1186.0,close,-9.25,-9.75,-84.0,36.75,-0.2653061224489796,55668.06999999999
2008-11-28,2008-12-01,NR7,short,6,1171.0,1123.54,target,47.460000000000036,46.960000000000036,554.5200000000004,28.5,1.6477192982456152,56222.59
2008-12-01,2008-12-02,TOPQ,short,3,1090.0,1133.0,close,-43.0,-43.5,-265.5,49.25,-0.883248730964467,55957.09
2008-12-02,2008-12-03,TOPQ,long,8,1136.25,1112.75,ambiguous_stop,-23.5,-24.0,-396.0,23.5,-1.0212765957446808,55561.09
2008-12-03,2008-12-04,TOPQ,long,4,1166.75,1131.25,stop,-35.5,-36.0,-294.0,35.5,-1.0140845070422535,55267.09
2008-12-05,2008-12-08,TOPQ,long,4,1181.25,1224.0,target,42.75,42.25,332.0,43.25,0.976878612716763,55599.09
2008-12-10,2008-12-11,NR7,short,4,1203.0,1188.5,close,14.5,14.0,106.0,37.25,0.37583892617449666,55705.09
2008-12-11,2008-12-12,TOPQ,short,8,1175.25,1202.5,ambiguous_stop,-27.25,-27.75,-456.0,27.25,-1.018348623853211,55249.09
2008-12-12,2008-12-15,TOPQ,long,4,1215.25,1174.5,stop,-40.75,-41.25,-336.0,40.75,-1.0122699386503067,54913.09
2008-12-19,2008-12-22,NR7,short,15,1209.75,1223.25,ambiguous_stop,-13.5,-14.0,-442.5,13.5,-1.037037037037037,54470.59
2008-12-26,2008-12-29,TOPQ,long,32,1191.25,1184.875,ambiguous_stop,-6.375,-6.875,-488.0,6.375,-1.0784313725490196,53982.59
2008-12-30,2008-12-31,TOPQ,long,12,1208.25,1224.375,target,16.125,15.625,357.0,16.625,0.9398496240601504,54339.59
2009-01-02,2009-01-05,TOPQ,long,6,1268.5,1265.0,close,-3.5,-4.0,-57.0,33.875,-0.11808118081180811,54282.59
2009-01-08,2009-01-09,TOPQ,long,12,1253.0,1237.75,stop,-15.25,-15.75,-396.0,15.25,-1.0327868852459017,53886.59
2009-01-09,2009-01-12,TOPQ,short,9,1215.75,1195.875,target,19.875,19.375,335.25,20.375,0.950920245398773,54221.84
2009-01-14,2009-01-15,TOPQ,short,6,1155.0,1183.0,stop,-28.0,-28.5,-351.0,28.0,-1.0178571428571428,53870.84
2009-01-16,2009-01-20,TOPQ,long,10,1201.25,1182.75,ambiguous_stop,-18.5,-19.0,-395.0,18.5,-1.027027027027027,53475.84
2009-01-21,2009-01-22,TOPQ,long,8,1185.25,1162.5,stop,-22.75,-23.25,-384.0,22.75,-1.021978021978022,53091.84
2009-01-27,2009-01-28,NR7,long,8,1200.5,1240.82,target,40.319999999999936,39.819999999999936,625.119999999999,24.25,1.6420618556701005,53716.95999999999
2009-01-30,2009-02-02,TOPQ,short,9,1173.5,1194.0,ambiguous_stop,-20.5,-21.0,-391.5,20.5,-1.024390243902439,53325.45999999999
2009-02-03,2009-02-04,TOPQ,long,9,1218.0,1237.875,target,19.875,19.375,335.25,20.375,0.950920245398773,53660.70999999999
2009-02-05,2009-02-06,TOPQ,long,6,1249.5,1275.75,close,26.25,25.75,300.0,32.375,0.7953667953667953,53960.70999999999
2009-02-06,2009-02-09,TOPQ,long,8,1279.75,1275.75,close,-4.0,-4.5,-84.0,24.875,-0.18090452261306533,53876.70999999999
2009-02-09,2009-02-10,NR7,short,6,1257.75,1285.5,stop,-27.75,-28.25,-348.0,27.75,-1.018018018018018,53528.70999999999
2009-02-10,2009-02-11,TOPQ,short,6,1221.25,1224.5,close,-3.25,-3.75,-54.0,32.5,-0.11538461538461539,53474.70999999999
2009-02-12,2009-02-13,TOPQ,long,8,1247.25,1229.25,close,-18.0,-18.5,-308.0,22.5,-0.8222222222222222,53166.70999999999
2009-02-13,2009-02-17,TOPQ,short,12,1224.25,1211.5,target,12.75,12.25,276.0,16.25,0.7538461538461538,53442.70999999999
2009-02-17,2009-02-18,TOPQ,short,8,1178.75,1203.0,stop,-24.25,-24.75,-408.0,24.25,-1.0206185567010309,53034.70999999999
2009-02-19,2009-02-20,TOPQ,short,10,1165.0,1183.375,stop,-18.375,-18.875,-392.5,18.375,-1.0272108843537415,52642.20999999999
2009-02-26,2009-02-27,TOPQ,short,8,1126.5,1117.0,close,9.5,9.0,132.0,24.375,0.36923076923076925,52774.20999999999
2009-02-27,2009-03-02,NR7,short,6,1107.0,1086.0,close,21.0,20.5,237.0,31.75,0.6456692913385826,53011.20999999999
2009-03-03,2009-03-04,TOPQ,short,10,1067.75,1085.125,stop,-17.375,-17.875,-372.5,17.375,-1.0287769784172662,52638.70999999999
2009-03-05,2009-03-06,TOPQ,short,8,1071.75,1046.875,target,24.875,24.375,378.0,25.375,0.9605911330049262,53016.70999999999
2009-03-10,2009-03-11,TOPQ,long,4,1112.75,1125.0,close,12.25,11.75,88.0,35.625,0.3298245614035088,53104.70999999999
2009-03-11,2009-03-12,NR7,long,6,1136.0,1164.5,close,28.5,28.0,327.0,31.0,0.9032258064516129,53431.70999999999
2009-03-12,2009-03-13,TOPQ,long,6,1168.0,1169.5,close,1.5,1.0,3.0,28.25,0.035398230088495575,53434.70999999999
2009-03-13,2009-03-16,NR7,long,6,1176.25,1149.25,stop,-27.0,-27.5,-339.0,27.0,-1.0185185185185186,53095.70999999999
2009-03-17,2009-03-18,TOPQ,long,8,1192.5,1214.25,target,21.75,21.25,328.0,22.25,0.9550561797752809,53423.70999999999
2009-03-20,2009-03-23,NR7,long,12,1209.75,1194.25,ambiguous_stop,-15.5,-16.0,-402.0,15.5,-1.032258064516129,53021.70999999999
2009-03-24,2009-03-25,TOPQ,short,16,1231.25,1243.25,ambiguous_stop,-12.0,-12.5,-424.0,12.0,-1.0416666666666667,52597.70999999999
2009-04-01,2009-04-02,TOPQ,long,8,1255.0,1277.125,target,22.125,21.625,334.0,22.625,0.9558011049723757,52931.70999999999
2009-04-03,2009-04-06,NR7,long,8,1318.25,1293.25,stop,-25.0,-25.5,-420.0,25.0,-1.02,52511.70999999999
2009-04-08,2009-04-09,TOPQ,long,9,1306.0,1325.125,target,19.125,18.625,321.75,19.625,0.9490445859872612,52833.45999999999
2009-04-13,2009-04-14,NR7,short,8,1321.25,1324.0,close,-2.75,-3.25,-64.0,22.25,-0.14606741573033707,52769.45999999999
2009-04-15,2009-04-16,TOPQ,long,14,1320.25,1333.25,target,13.0,12.5,329.0,13.5,0.9259259259259259,53098.45999999999
2009-04-20,2009-04-21,TOPQ,short,8,1301.25,1325.5,stop,-24.25,-24.75,-408.0,24.25,-1.0206185567010309,52690.45999999999
2009-04-21,2009-04-22,TOPQ,long,12,1330.25,1314.875,ambiguous_stop,-15.375,-15.875,-399.0,15.375,-1.032520325203252,52291.45999999999
2009-04-23,2009-04-24,TOPQ,long,14,1347.5,1361.375,target,13.875,13.375,353.5,14.375,0.9304347826086956,52644.95999999999
2009-04-24,2009-04-27,TOPQ,long,9,1378.75,1357.0,stop,-21.75,-22.25,-414.0,21.75,-1.0229885057471264,52230.95999999999
2009-04-28,2009-04-29,NR7,long,6,1377.75,1377.75,close,0.0,-0.5,-15.0,26.75,-0.018691588785046728,52215.95999999999
2009-05-01,2009-05-04,NR7,long,8,1403.0,1422.5,close,19.5,19.0,292.0,22.0,0.8636363636363636,52507.95999999999
2009-05-05,2009-05-06,TOPQ,long,16,1428.5,1417.25,stop,-11.25,-11.75,-400.0,11.25,-1.0444444444444445,52107.95999999999
2009-05-06,2009-05-07,TOPQ,long,10,1435.75,1417.25,stop,-18.5,-19.0,-395.0,18.5,-1.027027027027027,51712.95999999999
2009-05-13,2009-05-14,TOPQ,short,6,1338.0,1363.875,stop,-25.875,-26.375,-325.5,25.875,-1.0193236714975846,51387.45999999999
2009-05-14,2009-05-15,NR7,long,4,1369.0,1354.25,close,-14.75,-15.25,-128.0,32.5,-0.46923076923076923,51259.45999999999
2009-05-15,2009-05-18,NR7,long,6,1373.25,1388.5,close,15.25,14.75,168.0,32.0,0.4609375,51427.45999999999
2009-05-18,2009-05-19,TOPQ,long,8,1392.75,1394.0,close,1.25,0.75,0.0,25.25,0.0297029702970297,51427.45999999999
2009-05-19,2009-05-20,NR7,long,6,1410.75,1392.5,close,-18.25,-18.75,-234.0,31.75,-0.5905511811023622,51193.45999999999
2009-05-20,2009-05-21,TOPQ,short,9,1386.25,1368.25,target,18.0,17.5,301.5,18.5,0.9459459459459459,51494.95999999999
2009-05-22,2009-05-26,NR7,long,6,1379.5,1352.25,stop,-27.25,-27.75,-342.0,27.25,-1.018348623853211,51152.95999999999
2009-05-26,2009-05-27,TOPQ,long,4,1414.75,1404.0,close,-10.75,-11.25,-96.0,36.125,-0.31141868512110726,51056.95999999999
2009-05-27,2009-05-28,TOPQ,short,12,1397.5,1413.25,stop,-15.75,-16.25,-408.0,15.75,-1.0317460317460319,50648.95999999999
2009-05-28,2009-05-29,TOPQ,long,10,1424.5,1441.75,target,17.25,16.75,320.0,17.75,0.9436619718309859,50968.95999999999
2009-05-29,2009-06-01,TOPQ,long,10,1443.0,1458.625,target,15.625,15.125,287.5,16.125,0.937984496124031,51256.45999999999
2009-06-01,2009-06-02,TOPQ,long,6,1482.5,1478.5,close,-4.0,-4.5,-63.0,26.375,-0.17061611374407584,51193.45999999999
2009-06-04,2009-06-05,NR7,long,9,1494.0,1495.0,close,1.0,0.5,-4.5,20.25,0.024691358024691357,51188.95999999999
2009-06-11,2009-06-12,TOPQ,short,15,1488.0,1476.375,target,11.625,11.125,311.25,12.125,0.9175257731958762,51500.20999999999
2009-06-16,2009-06-17,TOPQ,short,14,1442.25,1456.0,stop,-13.75,-14.25,-420.0,13.75,-1.0363636363636364,51080.20999999999
2009-06-19,2009-06-22,TOPQ,long,16,1469.25,1458.375,stop,-10.875,-11.375,-388.0,10.875,-1.0459770114942528,50692.20999999999
2009-06-26,2009-06-29,NR7,long,9,1482.25,1481.5,close,-0.75,-1.25,-36.0,18.5,-0.06756756756756757,50656.20999999999
2009-07-01,2009-07-02,TOPQ,short,16,1474.0,1463.25,target,10.75,10.25,304.0,11.25,0.9111111111111111,50960.20999999999
2009-07-06,2009-07-07,TOPQ,long,16,1444.5,1433.25,stop,-11.25,-11.75,-400.0,11.25,-1.0444444444444445,50560.20999999999
2009-07-15,2009-07-16,TOPQ,long,9,1499.75,1518.125,target,18.375,17.875,308.25,18.875,0.9470198675496688,50868.45999999999
2009-07-20,2009-07-21,TOPQ,long,18,1544.25,1533.75,ambiguous_stop,-10.5,-11.0,-423.0,10.5,-1.0476190476190477,50445.45999999999
2009-07-21,2009-07-22,TOPQ,long,14,1555.25,1568.375,target,13.125,12.625,332.5,13.625,0.926605504587156,50777.95999999999
2009-07-24,2009-07-27,TOPQ,long,12,1600.5,1586.125,stop,-14.375,-14.875,-375.0,14.375,-1.0347826086956522,50402.95999999999
2009-07-29,2009-07-30,NR7,long,9,1604.0,1606.75,close,2.75,2.25,27.0,20.25,0.1111111111111111,50429.95999999999
2009-08-18,2009-08-19,TOPQ,long,15,1588.5,1576.0,ambiguous_stop,-12.5,-13.0,-412.5,12.5,-1.04,50017.45999999999
2009-08-19,2009-08-20,TOPQ,long,9,1600.75,1618.5,target,17.75,17.25,297.0,18.25,0.9452054794520548,50314.45999999999
2009-08-20,2009-08-21,TOPQ,long,12,1620.5,1605.625,ambiguous_stop,-14.875,-15.375,-387.0,14.875,-1.0336134453781514,49927.45999999999
2009-08-24,2009-08-25,NR7,long,9,1648.5,1628.75,stop,-19.75,-20.25,-378.0,19.75,-1.0253164556962024,49549.45999999999
2009-08-27,2009-08-28,TOPQ,long,10,1643.75,1660.0,target,16.25,15.75,300.0,16.75,0.9402985074626866,49849.45999999999
2009-09-03,2009-09-04,TOPQ,long,15,1608.75,1620.5,target,11.75,11.25,315.0,12.25,0.9183673469387755,50164.45999999999
2009-09-08,2009-09-09,TOPQ,long,15,1657.0,1645.25,ambiguous_stop,-11.75,-12.25,-390.0,11.75,-1.0425531914893618,49774.45999999999
2009-09-16,2009-09-17,TOPQ,long,12,1725.25,1740.125,target,14.875,14.375,327.0,15.375,0.9349593495934959,50101.45999999999
2009-09-22,2009-09-23,NR7,long,10,1741.5,1725.5,stop,-16.0,-16.5,-345.0,16.0,-1.03125,49756.45999999999
2009-09-23,2009-09-24,TOPQ,short,10,1720.5,1704.5,target,16.0,15.5,295.0,16.5,0.9393939393939394,50051.45999999999
